"ID","Title","Supplier","Date","Company","Currency","Exchange Rate","Status","Order Confirmation Date","ID (Items)","Amount (Company Currency) (Items)","Condition (Items)","Description (Items)","PN (Items)","Quantity (Items)","Rate (Company Currency) (Items)","Required By (Items)","Stock UOM (Items)","UOM (Items)","UOM Conversion Factor (Items)","Rate (Supplied Items)","Due Date (Payment Schedule)"


